period,ratio,keyword
2025-03-06,75.02538,청바지
2025-03-07,69.10321,청바지
2025-03-08,77.76649,청바지
2025-03-09,100.0,청바지
2025-03-10,88.56175,청바지
2025-03-11,93.43485,청바지
2025-03-12,93.0626,청바지
2025-03-13,87.41116,청바지
2025-03-14,81.79357,청바지
2025-03-15,91.06598,청바지
